Date;Open;High;Low;Close;Adj Close;Volume
16/07/2018;17.950.001;17.980.000;17.600.000;17.879.999;16.620.497;62798900
17/07/2018;17.790.001;18.400.000;17.709.999;18.290.001;17.001.617;40884300
18/07/2018;18.250.000;18.400.000;17.940.001;18.049.999;16.778.519;40643800
19/07/2018;17.840.000;18.400.000;17.740.000;18.400.000;17.103.868;60404900
20/07/2018;19.170.000;19.480.000;18.930.000;19.290.001;17.931.173;98035200
23/07/2018;19.299.999;19.469.999;19.209.999;19.260.000;17.903.286;35231500
24/07/2018;19.570.000;19.870.001;19.530.001;19.660.000;18.275.108;39934600
25/07/2018;19.799.999;20.000.000;19.610.001;19.959.999;18.553.978;48759900
26/07/2018;19.950.001;19.950.001;19.370.001;19.410.000;18.042.723;48144300
27/07/2018;19.600.000;19.809.999;19.549.999;19.770.000;18.377.363;36509400
30/07/2018;19.950.001;20.100.000;19.700.001;19.889.999;18.488.905;37053900
31/07/2018;19.620.001;19.790.001;19.469.999;19.719.999;18.330.885;38641200
01/08/2018;19.590.000;20.010.000;19.540.001;20.010.000;18.600.458;39141700
02/08/2018;19.990.000;20.780.001;19.950.001;20.410.000;18.972.279;69008900
03/08/2018;21.400.000;21.549.999;21.090.000;21.110.001;19.622.972;86908000
06/08/2018;21.150.000;21.469.999;20.980.000;21.040.001;19.557.903;44528300
07/08/2018;21.330.000;21.459.999;20.570.000;20.709.999;19.251.146;69136700
08/08/2018;20.809.999;21.070.000;20.120.001;20.139.999;18.721.298;58211500
09/08/2018;20.260.000;20.350.000;19.799.999;20.340.000;18.907.209;51253100
10/08/2018;20.100.000;20.150.000;19.360.001;19.590.000;18.210.039;61789800
13/08/2018;19.500.000;20.040.001;19.270.000;20.040.001;18.628.344;58306700
14/08/2018;20.280.001;20.309.999;19.730.000;19.980.000;18.619.022;55180600
15/08/2018;19.639.999;19.670.000;19.049.999;19.049.999;17.752.371;65651700
16/08/2018;19.320.000;19.350.000;18.770.000;18.950.001;17.659.185;51201600
17/08/2018;18.750.000;18.860.001;18.400.000;18.459.999;17.202.559;68328400
20/08/2018;18.370.001;18.510.000;18.090.000;18.360.001;17.109.371;56315600
21/08/2018;18.270.000;18.530.001;17.650.000;17.719.999;16.512.968;68735300
22/08/2018;17.700.001;18.379.999;17.650.000;18.350.000;17.100.052;56623700
23/08/2018;18.350.000;18.520.000;17.879.999;17.950.001;16.727.301;56284100
24/08/2018;18.350.000;18.440.001;18.049.999;18.299.999;17.053.459;37893000
27/08/2018;18.410.000;18.760.000;18.299.999;18.709.999;17.435.530;35428000
28/08/2018;18.760.000;18.850.000;18.340.000;18.350.000;17.100.052;38079200
29/08/2018;18.500.000;19.309.999;18.450.001;19.299.999;17.985.340;71434300
30/08/2018;19.150.000;19.540.001;18.680.000;18.799.999;17.519.402;63981900
31/08/2018;18.950.001;19.430.000;18.910.000;19.260.000;17.948.069;75767400
03/09/2018;18.990.000;19.129.999;18.760.000;19.000.000;17.705.780;25401600
04/09/2018;19.129.999;19.190.001;18.620.001;18.650.000;17.379.620;39759800
05/09/2018;18.559.999;18.799.999;18.230.000;18.750.000;17.472.809;53967300
06/09/2018;18.990.000;19.020.000;18.480.000;18.990.000;17.696.459;54304300
10/09/2018;19.360.001;19.600.000;19.049.999;19.260.000;17.948.069;58578100
11/09/2018;18.870.001;18.889.999;18.430.000;18.500.000;17.239.834;56495200
12/09/2018;18.809.999;19.219.999;18.639.999;18.950.001;17.659.185;59695700
13/09/2018;19.030.001;19.129.999;18.620.001;18.709.999;17.435.530;36808700
14/09/2018;18.799.999;18.959.999;18.480.000;18.790.001;17.510.080;55756300
17/09/2018;18.629.999;19.490.000;18.629.999;19.400.000;18.078.529;71289500
18/09/2018;19.500.000;20.250.000;19.469.999;20.250.000;18.870.634;72959100
19/09/2018;19.930.000;20.459.999;19.830.000;19.980.000;18.619.022;60563700
20/09/2018;20.260.000;20.350.000;19.750.000;19.870.001;18.516.520;56206900
21/09/2018;20.150.000;20.299.999;19.950.001;20.139.999;18.768.126;58517300
24/09/2018;20.200.001;20.410.000;19.920.000;20.000.000;18.637.659;54332900
25/09/2018;19.700.001;20.150.000;19.530.001;20.080.000;18.712.212;54462300
26/09/2018;20.240.000;20.299.999;19.969.999;20.190.001;18.814.716;60060800
27/09/2018;20.500.000;21.459.999;20.469.999;21.459.999;19.998.211;104177300
28/09/2018;21.129.999;21.940.001;21.020.000;21.090.000;19.653.410;91254600
01/10/2018;21.250.000;21.360.001;20.799.999;21.000.000;19.569.546;56540400
02/10/2018;22.000.000;22.820.000;21.900.000;22.820.000;21.265.570;127231800
03/10/2018;25.250.000;25.420.000;23.459.999;23.790.001;22.169.500;152189200
04/10/2018;23.450.001;24.520.000;23.209.999;24.020.000;22.383.833;99743300
05/10/2018;24.490.000;24.590.000;23.660.000;23.959.999;22.327.917;104693400
08/10/2018;26.940.001;26.969.999;25.750.000;26.600.000;24.788.090;188109000
09/10/2018;26.480.000;27.000.000;26.280.001;26.820.000;24.993.103;90128800
10/10/2018;26.309.999;26.389.999;25.650.000;26.049.999;24.275.553;82688000
11/10/2018;26.549.999;26.750.000;25.059.999;25.290.001;23.567.324;119307500
15/10/2018;25.900.000;26.120.001;25.549.999;25.770.000;24.014.626;92331900
16/10/2018;26.200.001;26.730.000;26.090.000;26.730.000;24.909.235;74144800
17/10/2018;26.440.001;26.629.999;26.260.000;26.450.001;24.648.308;80990300
18/10/2018;26.290.001;26.340.000;25.700.001;25.700.001;23.949.390;56268900
19/10/2018;26.290.001;26.340.000;25.700.001;25.920.000;24.154.408;61858300
22/10/2018;26.270.000;26.600.000;26.270.000;26.530.001;24.722.858;63678000
23/10/2018;26.150.000;26.480.000;25.809.999;26.200.001;24.415.339;77457300
24/10/2018;26.410.000;26.990.000;25.680.000;25.680.000;23.930.756;93377100
25/10/2018;26.180.000;26.639.999;25.690.001;26.320.000;24.527.163;79732200
26/10/2018;26.650.000;27.600.000;26.120.001;27.600.000;25.719.973;110184900
29/10/2018;26.750.000;27.270.000;25.969.999;26.420.000;24.620.350;160890100
30/10/2018;26.700.001;28.000.000;26.420.000;28.000.000;26.092.728;107525500
31/10/2018;28.260.000;28.330.000;27.299.999;27.620.001;25.738.611;84131500
01/11/2018;27.760.000;28.020.000;27.110.001;27.320.000;25.459.047;98037100
05/11/2018;27.500.000;28.160.000;27.410.000;28.160.000;26.241.823;60389900
06/11/2018;27.299.999;28.299.999;26.990.000;27.190.001;25.337.904;95344400
07/11/2018;27.610.001;27.650.000;26.260.000;26.299.999;24.508.526;95817100
08/11/2018;26.799.999;27.030.001;25.350.000;25.350.000;23.623.232;119096300
09/11/2018;25.200.001;25.719.999;24.680.000;25.459.999;23.725.742;94206400
12/11/2018;25.540.001;25.920.000;25.290.001;25.330.000;23.604.595;63162600
13/11/2018;25.320.000;25.320.000;23.950.001;24.240.000;22.588.844;112776300
14/11/2018;24.240.000;25.190.001;23.910.000;25.100.000;23.390.265;104423900
16/11/2018;25.389.999;26.040.001;25.170.000;25.799.999;24.042.585;100628900
19/11/2018;25.559.999;26.290.001;25.430.000;26.000.000;24.228.960;79946400
21/11/2018;25.100.000;25.480.000;25.010.000;25.170.000;23.455.498;77228100
22/11/2018;25.280.001;25.360.001;25.070.000;25.150.000;23.530.344;31253600
23/11/2018;24.650.000;24.799.999;24.010.000;24.370.001;22.800.577;77961200
26/11/2018;24.799.999;24.990.000;24.049.999;24.250.000;22.688.305;62111600
27/11/2018;24.370.001;25.700.001;24.270.000;25.530.001;23.885.872;90759000
28/11/2018;25.500.000;25.870.001;25.049.999;25.379.999;23.745.529;92811300
29/11/2018;24.959.999;25.500.000;24.879.999;25.170.000;23.549.059;65584300
30/11/2018;25.110.001;25.559.999;25.070.000;25.459.999;23.820.381;90874500
03/12/2018;26.299.999;26.530.001;25.799.999;25.940.001;24.269.470;90530000
04/12/2018;26.250.000;26.330.000;25.340.000;25.340.000;23.708.111;66867500
05/12/2018;25.469.999;25.719.999;24.950.001;25.559.999;23.913.942;54183300
06/12/2018;24.990.000;25.120.001;24.309.999;24.590.000;23.006.409;99037200
07/12/2018;24.520.000;25.469.999;24.450.001;24.770.000;23.174.818;87994700
10/12/2018;24.770.000;24.900.000;23.440.001;23.440.001;21.930.471;73871100
11/12/2018;23.920.000;24.070.000;23.070.000;23.290.001;21.790.129;64017600
12/12/2018;23.740.000;23.900.000;23.200.001;23.299.999;21.799.484;63296400
13/12/2018;23.290.001;23.450.001;22.959.999;23.360.001;21.855.625;61946100
14/12/2018;23.080.000;23.330.000;22.959.999;23.049.999;21.565.582;45231700
17/12/2018;23.219.999;23.270.000;22.799.999;22.870.001;21.397.179;53832000
18/12/2018;22.780.001;22.799.999;22.000.000;22.000.000;20.583.208;74740000
19/12/2018;22.500.000;23.049.999;22.059.999;22.250.000;20.817.106;171157500
20/12/2018;22.309.999;22.320.000;21.350.000;21.490.000;20.106.049;141767000
21/12/2018;21.400.000;21.980.000;21.250.000;21.549.999;20.162.184;90384300
26/12/2018;20.590.000;21.680.000;20.420.000;21.680.000;20.981.472;77104200
27/12/2018;21.520.000;21.980.000;21.280.001;21.670.000;20.971.794;74083700
28/12/2018;22.110.001;22.830.000;22.080.000;22.680.000;21.949.251;61634700
02/01/2019;22.549.999;24.200.001;22.280.001;24.059.999;23.284.786;104534800
03/01/2019;23.959.999;24.820.000;23.799.999;24.650.000;23.855.778;95206400
04/01/2019;24.850.000;24.940.001;24.469.999;24.719.999;23.923.521;72119800
07/01/2019;24.850.000;25.920.000;24.700.001;25.110.001;24.300.957;121711900
08/01/2019;25.400.000;25.420.000;24.770.000;24.959.999;24.155.787;68761800
09/01/2019;25.299.999;25.500.000;25.150.000;25.480.000;24.659.035;70177600
10/01/2019;25.260.000;25.410.000;25.070.000;25.260.000;24.446.121;54763700
11/01/2019;25.150.000;25.190.001;24.840.000;24.990.000;24.184.822;53980700
14/01/2019;24.820.000;25.090.000;24.660.000;24.850.000;24.049.332;46577300
15/01/2019;24.830.000;25.120.001;24.700.001;24.830.000;24.029.978;53731500
16/01/2019;24.799.999;24.900.000;24.660.000;24.820.000;24.020.298;40425000
17/01/2019;24.750.000;25.299.999;24.680.000;25.160.000;24.349.348;50359400
18/01/2019;25.440.001;25.559.999;25.280.001;25.400.000;24.581.610;67021300
21/01/2019;25.309.999;25.530.001;25.100.000;25.530.001;24.707.422;45336500
22/01/2019;25.260.000;25.500.000;25.020.000;25.129.999;24.320.309;61307000
23/01/2019;25.330.000;25.540.001;25.160.000;25.430.000;24.610.645;52931600
24/01/2019;25.400.000;25.540.001;25.320.000;25.540.001;24.717.100;40109000
28/01/2019;25.290.001;25.530.001;24.740.000;24.770.000;23.971.912;65079900
29/01/2019;25.250.000;25.559.999;25.110.001;25.370.001;24.552.580;59419200
30/01/2019;25.809.999;25.930.000;25.469.999;25.620.001;24.794.523;62607500
31/01/2019;25.870.001;25.959.999;25.559.999;25.580.000;24.755.814;63253600
01/02/2019;25.500.000;25.850.000;25.370.001;25.799.999;24.968.725;47957400
04/02/2019;25.840.000;26.120.001;25.600.000;26.030.001;25.191.313;53874900
05/02/2019;25.910.000;26.100.000;25.809.999;26.080.000;25.239.702;40989100
06/02/2019;25.799.999;25.840.000;25.320.000;25.490.000;24.668.713;64527000
07/02/2019;25.600.000;25.850.000;24.660.000;25.090.000;24.281.601;55614100
08/02/2019;24.799.999;25.280.001;24.730.000;25.129.999;24.320.309;40153900
11/02/2019;25.170.000;25.170.000;24.540.001;24.840.000;24.039.656;39617300
12/02/2019;25.320.000;25.850.000;25.230.000;25.719.999;24.891.302;72467200
13/02/2019;26.020.000;26.209.999;25.850.000;26.049.999;25.210.669;69042200
14/02/2019;26.170.000;26.950.001;26.000.000;26.950.001;26.081.671;81125500
15/02/2019;26.860.001;27.020.000;26.709.999;26.840.000;25.975.216;63841800
18/02/2019;26.590.000;26.790.001;26.410.000;26.760.000;25.897.791;43379000
19/02/2019;26.860.001;27.400.000;26.840.000;27.379.999;26.497.816;58041900
20/02/2019;27.500.000;27.660.000;26.870.001;27.040.001;26.168.770;55114500
21/02/2019;27.180.000;27.490.000;26.820.000;27.400.000;26.517.170;46559400
22/02/2019;27.549.999;27.700.001;27.129.999;27.129.999;26.255.873;36602000
25/02/2019;27.000.000;27.030.001;26.629.999;26.700.001;25.839.725;54190800
26/02/2019;26.760.000;27.139.999;26.570.000;26.580.000;25.723.595;46504200
27/02/2019;26.840.000;27.250.000;26.629.999;27.080.000;26.207.481;49131400
28/02/2019;27.719.999;27.750.000;26.600.000;27.059.999;26.188.128;93065100
01/03/2019;27.139.999;27.250.000;26.629.999;26.700.001;25.839.725;41978700
06/03/2019;null;null;null;null;null;null
07/03/2019;26.799.999;26.910.000;26.490.000;26.770.000;25.907.471;32835300
08/03/2019;26.490.000;26.750.000;26.219.999;26.670.000;25.810.690;49564400
11/03/2019;27.020.000;27.780.001;27.010.000;27.750.000;26.855.896;66742800
12/03/2019;27.790.001;27.959.999;27.250.000;27.500.000;26.613.947;64287300
13/03/2019;27.590.000;28.129.999;27.520.000;28.100.000;27.194.620;61057200
14/03/2019;28.150.000;28.200.001;27.910.000;28.190.001;27.281.719;42777800
15/03/2019;28.160.000;28.389.999;28.110.001;28.250.000;27.339.785;61041100
18/03/2019;28.350.000;28.790.001;28.260.000;28.740.000;27.813.999;91920600
19/03/2019;28.850.000;29.500.000;28.600.000;29.200.001;28.259.174;69423600
20/03/2019;29.200.001;29.600.000;28.900.000;28.969.999;28.036.585;68878000
21/03/2019;28.840.000;28.969.999;27.920.000;28.559.999;27.639.797;80121300
22/03/2019;27.940.001;28.139.999;27.000.000;27.000.000;26.130.060;104731100
25/03/2019;26.830.000;27.590.000;26.820.000;27.340.000;26.459.105;104772900
26/03/2019;27.740.000;28.680.000;27.719.999;28.629.999;27.707.539;91549100
27/03/2019;28.209.999;28.209.999;27.340.000;27.340.000;26.459.105;66415400
28/03/2019;27.250.000;28.059.999;26.950.001;28.059.999;27.155.905;69412700
29/03/2019;28.450.001;28.530.001;27.740.000;28.059.999;27.155.905;51587400
01/04/2019;28.400.000;28.420.000;27.870.001;28.000.000;27.097.839;42289800
02/04/2019;28.139.999;28.299.999;27.860.001;28.290.001;27.378.498;38460600
03/04/2019;28.530.001;28.559.999;27.540.001;27.540.001;26.652.662;55120900
04/04/2019;27.770.000;28.469.999;27.370.001;28.469.999;27.552.694;52248100
05/04/2019;28.540.001;28.889.999;28.209.999;28.780.001;27.852.707;54708900
08/04/2019;29.059.999;29.389.999;28.980.000;29.250.000;28.307.562;55270000
09/04/2019;29.030.001;29.240.000;28.670.000;29.160.000;28.220.467;43863700
10/04/2019;29.549.999;29.570.000;28.780.001;28.780.001;27.852.707;62005200
11/04/2019;28.700.001;28.700.001;27.870.001;28.000.000;27.097.839;56126400
12/04/2019;26.469.999;26.969.999;25.570.000;25.830.000;24.997.759;227307600
15/04/2019;26.350.000;26.580.000;25.549.999;25.930.000;25.094.536;117567200
16/04/2019;25.950.001;27.059.999;25.629.999;26.719.999;25.859.081;95149300
17/04/2019;27.120.001;27.340.000;26.219.999;26.750.000;25.888.115;103988400
18/04/2019;27.360.001;27.889.999;27.250.000;27.600.000;26.710.730;100942100
22/04/2019;27.690.001;27.889.999;27.320.000;27.440.001;26.555.882;45321900
23/04/2019;27.719.999;28.000.000;27.680.000;27.680.000;26.788.151;52199500
24/04/2019;27.719.999;27.889.999;27.209.999;27.600.000;26.710.730;57704700
25/04/2019;27.450.001;28.070.000;27.430.000;27.799.999;26.904.285;55201700
26/04/2019;27.680.000;27.770.000;27.059.999;27.250.000;26.390.511;52616600
29/04/2019;27.549.999;27.620.001;27.340.000;27.370.001;26.506.727;27689800
30/04/2019;27.520.000;27.660.000;26.980.000;27.110.001;26.254.927;39570700
02/05/2019;26.799.999;26.820.000;26.520.000;26.730.000;25.886.911;37820300
03/05/2019;26.900.000;27.070.000;26.850.000;26.850.000;26.003.128;33334800
06/05/2019;26.389.999;26.770.000;26.360.001;26.770.000;25.925.652;31715900
07/05/2019;26.650.000;26.660.000;26.120.001;26.350.000;25.518.900;52454400
08/05/2019;26.309.999;27.469.999;26.290.001;27.370.001;26.506.727;71780300
09/05/2019;27.100.000;27.120.001;26.639.999;26.830.000;25.983.759;46663300
10/05/2019;26.870.001;26.920.000;26.420.000;26.680.000;25.838.490;33336000
13/05/2019;26.209.999;26.469.999;25.820.000;25.900.000;25.083.092;43146100
14/05/2019;26.170.000;26.230.000;25.850.000;26.000.000;25.179.937;34968600
15/05/2019;25.740.000;25.889.999;25.660.000;25.879.999;25.063.719;37053900
16/05/2019;25.770.000;26.040.001;25.240.000;25.270.000;24.472.963;46502200
17/05/2019;25.049.999;25.420.000;24.469.999;24.680.000;23.901.573;67291200
20/05/2019;24.680.000;25.520.000;24.639.999;25.520.000;24.715.078;54472000
21/05/2019;25.700.001;26.490.000;25.420.000;26.490.000;25.654.482;57846700
22/05/2019;26.340.000;26.469.999;25.959.999;26.290.001;25.557.270;48439300
23/05/2019;25.900.000;25.920.000;25.520.000;25.840.000;25.119.810;49527400
24/05/2019;26.150.000;26.360.001;25.930.000;26.090.000;25.362.844;35915100
27/05/2019;26.299.999;26.540.001;26.170.000;26.240.000;25.508.661;33892000
28/05/2019;26.129.999;26.799.999;26.129.999;26.799.999;26.053.053;60774600
29/05/2019;26.490.000;26.709.999;26.260.000;26.500.000;25.761.417;43124400
30/05/2019;26.510.000;26.860.001;25.990.000;26.150.000;25.421.173;71847200
31/05/2019;25.790.001;26.270.000;25.420.000;25.549.999;24.837.893;63137200
03/06/2019;25.879.999;26.320.000;25.850.000;25.990.000;25.265.629;53470600
04/06/2019;26.290.001;26.370.001;26.030.001;26.200.001;25.469.778;37331100
05/06/2019;26.180.000;26.290.001;25.559.999;25.860.001;25.139.256;65282100
06/06/2019;26.170.000;26.629.999;25.719.999;26.280.001;25.547.548;87836900
07/06/2019;26.690.001;26.830.000;26.370.001;26.760.000;26.014.168;52235500
10/06/2019;26.600.000;26.889.999;26.520.000;26.650.000;25.907.238;39666800
11/06/2019;26.889.999;27.290.001;26.709.999;27.160.000;26.403.021;52437000
12/06/2019;27.020.000;27.120.001;26.639.999;26.850.000;26.101.662;43392200
13/06/2019;27.150.000;27.389.999;27.080.000;27.180.000;26.422.464;48981600
14/06/2019;27.200.001;27.250.000;26.900.000;27.059.999;26.305.809;42802400
17/06/2019;27.080.000;27.430.000;26.959.999;27.110.001;26.354.416;49290000
18/06/2019;27.299.999;27.520.000;27.250.000;27.450.001;26.684.940;31332800
19/06/2019;27.350.000;27.590.000;27.219.999;27.520.000;26.752.989;33286300
21/06/2019;27.950.001;28.389.999;27.950.001;28.280.001;27.491.806;58424700
24/06/2019;28.320.000;28.379.999;28.120.001;28.250.000;27.462.641;27365000
25/06/2019;28.139.999;28.160.000;27.379.999;27.510.000;26.743.267;56472100
26/06/2019;27.549.999;27.930.000;27.520.000;27.670.000;26.898.808;48901500
27/06/2019;27.440.001;27.549.999;27.010.000;27.230.000;26.471.073;55219200
28/06/2019;27.450.001;27.610.001;27.110.001;27.410.000;26.646.055;40262000
01/07/2019;27.840.000;28.030.001;27.209.999;27.260.000;26.500.235;46759100
02/07/2019;27.260.000;27.260.000;26.650.000;26.820.000;26.072.496;57954200
03/07/2019;27.040.001;27.200.001;26.889.999;27.180.000;26.422.464;29291800
04/07/2019;27.379.999;27.580.000;27.320.000;27.389.999;26.626.610;28577400
05/07/2019;27.270.000;27.590.000;27.129.999;27.400.000;26.636.332;27414700
08/07/2019;27.500.000;27.719.999;27.440.001;27.650.000;26.879.366;25318200
10/07/2019;28.000.000;28.270.000;27.969.999;28.070.000;27.287.659;50715800
11/07/2019;28.200.001;28.510.000;28.160.000;28.400.000;27.608.461;48206900
12/07/2019;28.540.001;28.740.000;28.410.000;28.530.001;27.734.838;40908900
15/07/2019;28.590.000;28.650.000;28.180.000;28.180.000;27.394.594;36592400
16/07/2019;28.280.001;28.330.000;27.600.000;27.830.000;27.054.348;54789300
17/07/2019;27.990.000;28.000.000;27.639.999;27.680.000;26.908.527;28923500
18/07/2019;27.760.000;27.809.999;27.430.000;27.510.000;26.743.267;35830700
19/07/2019;27.500.000;27.600.000;27.370.001;27.440.001;26.675.219;28418900
22/07/2019;27.620.001;27.750.000;27.360.001;27.490.000;26.723.824;22304400
23/07/2019;27.510.000;27.629.999;27.400.000;27.520.000;26.752.989;21124400
24/07/2019;27.590.000;27.639.999;27.299.999;27.350.000;26.587.725;27939600
25/07/2019;27.469.999;27.500.000;26.809.999;26.889.999;26.140.547;26892300
26/07/2019;26.799.999;26.799.999;26.100.000;26.139.999;25.411.449;75644000
29/07/2019;26.219.999;26.440.001;25.959.999;26.379.999;25.644.756;26493300
30/07/2019;26.350.000;26.490.000;26.180.000;26.240.000;25.508.661;38201600
31/07/2019;26.389.999;26.500.000;26.020.000;26.080.000;25.353.123;39890200
01/08/2019;26.299.999;26.559.999;25.160.000;26.250.000;25.518.383;91345800
02/08/2019;26.370.001;26.889.999;26.280.001;26.520.000;25.780.861;64112900
05/08/2019;25.799.999;26.129.999;25.520.000;25.549.999;24.837.893;48277000
06/08/2019;25.900.000;26.219.999;25.680.000;25.879.999;25.158.695;44208100
07/08/2019;25.440.001;25.730.000;25.000.000;25.600.000;24.886.499;67698500
08/08/2019;26.100.000;26.350.000;25.860.001;26.350.000;25.615.601;50256700
09/08/2019;26.299.999;26.690.001;26.100.000;26.280.001;25.547.548;36641500
12/08/2019;25.920.000;25.920.000;25.540.001;25.650.000;24.935.106;36122000
13/08/2019;25.360.001;26.129.999;25.230.000;25.790.001;25.268.229;45330500
14/08/2019;25.260.000;25.379.999;24.780.001;24.920.000;24.415.829;54401100
15/08/2019;24.990.000;25.000.000;24.139.999;24.230.000;23.739.790;53894500
16/08/2019;24.719.999;24.770.000;23.889.999;23.910.000;23.426.264;56782000
19/08/2019;24.299.999;24.500.000;23.850.000;24.030.001;23.543.837;50699300
20/08/2019;23.910.000;24.190.001;23.680.000;24.020.000;23.534.037;37141700
21/08/2019;24.350.000;25.990.000;24.180.000;25.450.001;24.935.106;87840800
22/08/2019;25.500.000;25.719.999;25.160.000;25.219.999;24.709.759;40808800
23/08/2019;24.780.001;25.370.001;24.230.000;24.280.001;23.788.776;58032300
26/08/2019;24.580.000;24.680.000;23.770.000;23.959.999;23.475.248;39688800
27/08/2019;24.170.000;24.820.000;23.809.999;24.340.000;23.847.563;70475200
28/08/2019;24.200.001;24.700.001;24.120.001;24.590.000;24.092.506;41981500
29/08/2019;24.900.000;25.500.000;24.680.000;25.500.000;24.984.093;61008800
30/08/2019;25.530.001;25.690.001;25.170.000;25.500.000;24.984.093;54958200
02/09/2019;25.389.999;25.580.000;25.250.000;25.299.999;24.788.139;19049900
03/09/2019;25.110.001;25.660.000;25.030.001;25.600.000;25.082.069;47829600
04/09/2019;26.160.000;26.370.001;26.000.000;26.260.000;25.728.718;56179000
05/09/2019;26.600.000;26.790.001;26.340.000;26.389.999;25.856.085;48586800
06/09/2019;26.400.000;26.860.001;26.200.001;26.520.000;25.983.459;48502200
09/09/2019;26.750.000;27.020.000;26.700.001;26.930.000;26.385.164;37303000
10/09/2019;27.049.999;27.350.000;26.780.001;27.100.000;26.551.723;44109400
11/09/2019;27.350.000;27.350.000;26.830.000;26.870.001;26.326.378;51540400
12/09/2019;26.860.001;27.139.999;26.639.999;27.059.999;26.512.533;41028300
13/09/2019;27.120.001;27.200.001;26.820.000;26.879.999;26.336.174;24709400
16/09/2019;28.120.001;28.240.000;27.690.001;28.059.999;27.492.300;167634600
17/09/2019;27.660.000;27.750.000;27.160.000;27.690.001;27.129.787;67414800
18/09/2019;27.370.001;27.490.000;27.219.999;27.219.999;26.669.296;40567100
19/09/2019;27.830.000;27.850.000;27.219.999;27.290.001;26.737.881;42155100
20/09/2019;27.350.000;27.430.000;27.000.000;27.000.000;26.453.749;51946900
23/09/2019;27.000.000;27.490.000;26.920.000;27.480.000;26.924.036;32643100
24/09/2019;27.420.000;27.540.001;27.150.000;27.270.000;26.718.285;36643400
25/09/2019;27.030.001;27.350.000;26.780.001;27.340.000;26.786.869;29038400
26/09/2019;27.400.000;27.700.001;27.230.000;27.700.001;27.139.587;33705900
27/09/2019;27.549.999;27.950.001;27.520.000;27.660.000;27.100.395;31886800
30/09/2019;27.559.999;27.639.999;27.400.000;27.549.999;26.992.620;23143400
01/10/2019;27.600.000;27.730.000;27.360.001;27.510.000;26.953.430;32423200
02/10/2019;27.219.999;27.260.000;26.610.001;26.719.999;26.179.413;51261200
03/10/2019;26.750.000;26.809.999;26.280.001;26.740.000;26.199.007;46076300
04/10/2019;26.850.000;26.920.000;26.270.000;26.510.000;25.973.661;47951600
07/10/2019;26.370.001;26.600.000;26.100.000;26.170.000;25.640.537;26252500
08/10/2019;26.170.000;26.440.001;25.950.001;26.020.000;25.493.576;30418900
09/10/2019;26.350.000;26.709.999;26.150.000;26.520.000;25.983.459;35141400
10/10/2019;26.590.000;26.879.999;26.540.001;26.740.000;26.199.007;31056500
11/10/2019;26.930.000;27.360.001;26.930.000;27.260.000;26.708.487;37055300
14/10/2019;27.040.001;27.330.000;26.940.001;27.309.999;26.757.477;20809900
15/10/2019;27.309.999;27.879.999;27.309.999;27.600.000;27.041.609;30455300
16/10/2019;27.549.999;27.969.999;27.360.001;27.930.000;27.364.931;31381300
17/10/2019;27.930.000;28.000.000;27.590.000;27.660.000;27.100.395;31405400
18/10/2019;27.889.999;27.990.000;27.600.000;27.600.000;27.041.609;36070900
21/10/2019;27.750.000;27.809.999;27.600.000;27.770.000;27.208.170;43337700
22/10/2019;27.799.999;28.680.000;27.770.000;28.570.000;27.991.983;64228700
23/10/2019;28.530.001;29.080.000;28.450.001;28.950.001;28.364.298;45930600
24/10/2019;29.150.000;29.250.000;28.230.000;28.320.000;27.747.042;60529900
25/10/2019;29.200.001;29.549.999;29.010.000;29.250.000;28.658.224;74476900
28/10/2019;29.219.999;29.660.000;29.120.001;29.600.000;29.001.146;37461800
29/10/2019;29.400.000;29.940.001;29.260.000;29.820.000;29.216.694;49994200
30/10/2019;29.770.000;30.090.000;29.469.999;30.080.000;29.471.434;63001200
31/10/2019;29.860.001;30.459.999;29.639.999;30.389.999;29.775.162;67070400
01/11/2019;30.590.000;31.230.000;29.840.000;30.430.000;29.814.350;101210200
04/11/2019;30.889.999;31.219.999;29.959.999;30.360.001;29.745.768;81023400
05/11/2019;30.410.000;30.600.000;29.580.000;29.650.000;29.050.133;92980900
06/11/2019;30.049.999;30.700.001;28.100.000;29.709.999;29.108.919;154003100
07/11/2019;30.000.000;31.070.000;29.540.001;30.900.000;30.274.843;96329000
08/11/2019;30.450.001;30.790.001;29.930.000;30.020.000;29.412.649;61567700
11/11/2019;29.850.000;30.450.001;29.790.001;30.450.001;29.833.948;30570500
12/11/2019;30.040.001;30.610.001;30.010.000;30.020.000;29.608.017;41655600
13/11/2019;29.950.001;30.129.999;29.610.001;29.900.000;29.489.664;41827700
14/11/2019;29.879.999;30.100.000;29.270.000;29.299.999;28.897.898;44595200
18/11/2019;29.700.001;29.850.000;29.070.000;29.080.000;28.680.916;54468100
19/11/2019;29.250.000;29.490.000;28.730.000;28.780.001;28.385.035;33740200
21/11/2019;28.930.000;29.850.000;28.879.999;29.850.000;29.440.350;53033100
22/11/2019;29.760.000;30.340.000;29.559.999;29.980.000;29.568.565;34786000
25/11/2019;29.920.000;30.100.000;29.629.999;29.730.000;29.321.997;29868400
26/11/2019;29.620.001;29.730.000;29.100.000;29.190.001;28.789.408;54147800
27/11/2019;29.350.000;29.650.000;29.139.999;29.330.000;28.927.486;33072500
28/11/2019;29.320.000;29.540.001;28.809.999;29.530.001;29.124.743;46602800
